title,description,type,tags,image,duration,uploaddate,warning,rating
VF48 Hours Film Festival 2021,"NZ's largest guerilla filmmaking competition is back for its 19th year, showcasing some of our best amateur films, all shot within one weekend.",Show description or single item,"'Local', 'Movies', 'Kiwi As'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7fXsN1wkWPHz2dgvYEIxR0/8c0676c7138312c320fb2d098ae28fe7/vf48-2021-showcover.png.8c0676c7138312c320fb2d098ae28fe7.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Clash,A number of detainees from different political and social backgrounds are brought together in the back of a police truck during the turmoil that followed the ousting of Egyptian President Mohamed Morsi in 2013. Arabic with English subtitles.,Show description or single item,"'Drama', 'Foreign Language', 'Movies', 'Psychological', 'Thought-Provoking'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6TdwmUslsGhZY9xcUhQje7/26f2ffc427462682d5d12ab6b72a1421/FilmStream_Clash_coverimg.png.26f2ffc427462682d5d12ab6b72a1421.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Fallen Hearts,"Based on the third novel in V.C. Andrews' Casteel family series. After her wedding, Heaven is lured to live amongst the Tatterton family's wealth and privilege. But the ghosts of her past rise up once more, threatening her new life with scandal.",Show description or single item,"'Drama', 'Movies', 'All the Feels', 'Mysterious', 'Dark'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/yAAtRaOTbtaBoMqzSvYfz/263a2ae75ad42676c6722b15a610f23b/Lifetime_VC_Andrews_Fallen_Hearts_coverimg_v1.png.263a2ae75ad42676c6722b15a610f23b.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Splinters,"Explore the intersections of sexual identity, family, and small-town life, in this heartfelt drama about a young woman reassessing her relationship with her mother following the death of her father.",Show description or single item,"'Drama', 'Movies', 'All the Feels', 'Comforting', 'Warm & Fuzzy'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/3E3u6Y9PWJVg6GYRwQC3UX/bb08506f54d70883c941aebc732f7371/Splinters_amazon_hero.png.bb08506f54d70883c941aebc732f7371.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Jim Henson's Turkey Hollow,"A family visit their aunt (Mary Steenburgen) in the quaint town of Turkey Hollow, but are quickly drawn into tracking down an elusive monster the locals dismiss as a legend. Narrated by Ludacris.",Show description or single item,"'Movies', 'Comedy', 'Charming', 'Escapist', 'Feel-Good'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1k2DfEzEmwxzuq1my5B1aw/04f0258613e7b932b9399ed01c6d78de/Jim-Henson-s-Turkey-Hollow_coverimgv2.png.04f0258613e7b932b9399ed01c6d78de.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Harry & Meghan: Becoming Royal,Continue the love story of newlyweds Prince Harry and Meghan Markle in this dramatisation of their pivotal first year of marriage as they try to find the balance between honouring Royal tradition and staying true to their beliefs.,Show description or single item,"'Movies', 'Drama'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/31DJdsFgSIX1j4fcuRHFZP/12c4cfac0a0f06fa33c21537dfc094ec/Lifetime_HarryMeghanBecomingRoyal_coverimg.png.12c4cfac0a0f06fa33c21537dfc094ec.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
The Tender Trap,"The true story of Sharon Armstrong, Kiwi grandmother and public servant, who became the victim of an online romance scam that almost cost her her freedom. Starring Rima Te Wiata. Made with the support of NZ On Air.",Show description or single item,"'Movies', 'Drama', 'Local'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/3IFAgMEkQzRed83HuZ7UzA/18ca67ea304ddd6607679ebfef853270/TheTenderTrap_coverimg.png.18ca67ea304ddd6607679ebfef853270.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
A Murder to Remember,"Javier and Robin celebrate their one-year anniversary on a camping trip. But when Javier ends up dead, Robin finds herself alone in the wilderness, forced to place her life in the hands of a mysterious stranger. Based on Ann Rule's true crime collection Empty Promises.",Show description or single item,"'Drama', 'Movies', 'Mysterious', 'Suspenseful', 'Psychological'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2qb6SGTQe06wYgRfQTEs4m/c1d8d1a4edd3f564d5dd8a87a00cce1f/Lifetime_AMurderToRemember_coverimg.png.c1d8d1a4edd3f564d5dd8a87a00cce1f.jpg?width=1600&height=457,No duration found,No upload date found,WARNING: Deals with the issue of rape.,No content rating found
Happy End,"A well-to-do French family living in Calais deals with a series of setbacks and crises, while ignoring the grim conditions of the refugee camps near their home. French with English subtitles.",Show description or single item,"'Movies', 'Foreign Language', 'Drama', 'Irreverent', 'Dark', 'Quirky'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/349zNz6CILkMZXEeCWLsNX/8487857a45263f7468da8a9eed82d8e5/Filmstream_HappyEnd_coverimg.png.8487857a45263f7468da8a9eed82d8e5.jpg?width=1600&height=457,No duration found,No upload date found,WARNING: Deals with the issue of suicide.,No content rating found
In Dark Places,"The gripping true story of Teina Pora, an innocent man imprisoned for two decades for a crime he did not commit and an ex-cop's heroic battle to win him his freedom. Made with the support of NZ On Air.",Show description or single item,"'Local', 'Movies', 'Drama'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/5pyYS2x2sbWqDKfSHFMaRZ/74089d2be92b4eb8ba7023e67e18c0ee/In_Dark_Places_coverimg.png.74089d2be92b4eb8ba7023e67e18c0ee.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
The Divine Order,"In 1971, a young housewife organises the women of her small Swiss town to petition for the right to vote. Swiss German with English subtitles.",Show description or single item,"'Comedy', 'Drama', 'Foreign Language', 'Movies', 'All the Feels', 'Quirky', 'Witty'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/3qfk58UkBx41W0YCBRqqAJ/bd12857e0781c4fbff26386f86f49106/FilmStream_TheDivineOrder_coverimg.png.bd12857e0781c4fbff26386f86f49106.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
The Queen,"Helen Mirren stars as Queen Elizabeth II, navigating the shocking and unforeseen period following Princess Diana's death.",Show description or single item,"'Movies', 'Epic', 'Lavish', 'Thought-Provoking'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/117dkQkb1oBKmR3fUIsCJA/b350a7ac8715b2bd86d115520687f8b8/The_Queen_coverimg_v2.png.b350a7ac8715b2bd86d115520687f8b8.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
A Sister's Nightmare,"Sibling rivalry returns to torment Jane, a young police officer, after her older sister Cass is released from the hospital for the criminally insane. Starring Natasha Henstridge.",Show description or single item,"'Drama', 'Movies', 'Dark', 'Mysterious', 'Suspenseful'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1OIDXEJ6E9kVHhAce15PUz/721fcb9e927f58a3fe59ae75e5fbd4ec/Lifetime_ASistersNightmare_coverimg.jpg.721fcb9e927f58a3fe59ae75e5fbd4ec.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Supernova,"Fifteen-year-old Meis lives in the back of beyond with her family, in a house that cars often crash into. Despite her grand aspirations she's going nowhere; waiting for the next car to crash into the house. Dutch with English subtitles.",Show description or single item,"'Movies', 'Foreign Language', 'Drama', 'Quirky', 'Romantic', 'All the Feels'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7ksS6JX8nn4CPyjD5Txr1s/4a6e95691f4d8763484020246122c0d1/Filmstream_Supernova_coverimg.png.4a6e95691f4d8763484020246122c0d1.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Return to Zero,"Based on a true story, a couple mourning the loss of their stillborn child discover that they are pregnant again and must come together to face a turbulent and terrifying pregnancy. Starring Minnie Driver.",Show description or single item,"'Movies', 'Drama', 'All the Feels', 'Revealing'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/UpgTQ78cwd4Pz7gqUqKOI/f40e9aad87401b37ec9fd3ca3c6bae88/Lifetime_ReturntoZero_coverimg.png.f40e9aad87401b37ec9fd3ca3c6bae88.jpg?width=1600&height=457,No duration found,No upload date found,WARNING: Contains scenes that may disturb.,No content rating found
Insurgent,"In the Divergent sequel, Beatrice continues the fight against the forces that threaten society, while also confronting her own inner demons. Starring Shailene Woodley.",Show description or single item,"'Movies', 'Epic', 'Action-Packed', 'Otherworldly'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/3kbPJseTPjMl9rJBh3kqfR/ee4fad992806d5d7fb651247e21eaa1e/Insurgent_coverimg.png.ee4fad992806d5d7fb651247e21eaa1e.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Victoria Gotti: My Father's Daughter,"Based on her real life story, go deep into the world of Victoria Gotti as she grew up as the daughter of mob boss John Gotti and all the glamour, glitz and unique hardships that went with it.",Show description or single item,"'Drama', 'Movies', 'All the Feels', 'Bold', 'Revealing'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/5ZicFevSl0iTZ4BoSakGN7/9d285cea91dbb4106b6498336cf25557/Lifetime_VictoriaGottiMyFathersDaughter_coverimg.png.9d285cea91dbb4106b6498336cf25557.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
A Gang Story,"Based on the true story of Edmond Vidal and Serge Suttel who formed the notorious Gang des Lyonnais in the 1970s. Now in his 60s, Edmond has left crime behind to focus on family, until Serge comes back into the picture. French with English subtitles.",Show description or single item,"'Drama', 'Foreign Language', 'Movies', 'Epic', 'Thrilling', 'Action-Packed'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6WqFEmsJePW46yFMatqVJH/1d9f83a2ad13e3a4eeb870abaa4cba10/Filmstream_AGangStory_coverimg.png.1d9f83a2ad13e3a4eeb870abaa4cba10.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Perfect High,"A star high-school dancer starts using prescription painkillers after an injury sidelines her. Feeling isolated, she is adopted by a popular group and their pill-sharing and 'pharm' parties lead to a life-altering addiction. Inspired by a true story.",Show description or single item,"'Drama', 'Movies', 'Thrilling', 'Revealing', 'Provocative'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2Q4zY6k2rYCrqMkbNbRubw/c61d3660adcfe62f7f2e374a298f2b17/Lifetime_PerfectHigh_coverimg.png.c61d3660adcfe62f7f2e374a298f2b17.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
A Very Merry Toy Store,"Connie (Melissa Joan Hart), a young single mum, and Will each run rival small town toy stores, when the big chain toy store has its grand opening right before Christmas. Can they save their businesses, and maybe find love in the process?",Show description or single item,"'Movies', 'Comedy', 'Comforting', 'Romantic', 'All the Feels'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/76HwmZDQ1vvdYzyK8Ellbe/842bda3762608acf2aea965f47fa29ea/Lifetime_A_Very_Merry_Toy_Store_coverimg.png.842bda3762608acf2aea965f47fa29ea.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
The Evil Twin,Emily escapes from an abusive relationship by moving back to her hometown only to discover she has a long-lost twin. But her newfound sister might be a murderer.,Show description or single item,"'Drama', 'Movies', 'Thrilling', 'Mysterious'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4r9HKromny1mQOUiEZuLXE/e4af0dd5712129223163fbe6d18055ff/TheEvilTwin_coverimg_v2.png.e4af0dd5712129223163fbe6d18055ff.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Kidnapped: The Hannah Anderson Story,"After a teenager is rescued from the man who abducted her and held her prisoner, questions emerge about the nature of their relationship, in this chilling film based on a true story.",Show description or single item,"'Movies', 'Drama', 'Dark', 'Suspenseful', 'Investigative'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/5PowQWBpmNAyXoYZ27anxk/9f11e96b73da44619c394b4a1efd4fff/Kidnapped-the-Hannah-Anderson-Story_coverimgv2.1.png.9f11e96b73da44619c394b4a1efd4fff.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Stockholm Pennsylvania,Golden Globe winner Saoirse Ronan stars as a young woman who was kidnapped as a child and her strained relationship with her mother (Emmy winner Cynthia Nixon) as she readjusts when she is returned home.,Show description or single item,"'Movies', 'Drama', 'All the Feels', 'Dark', 'Psychological'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2VSyu7OGcJ5a54D4iwdzfw/a29c8778d7167be9093b6615cdd741cd/stockholm_penn_cynthia.png.a29c8778d7167be9093b6615cdd741cd.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Mistress Mercy,This docu-drama dives beneath the sensational headlines to unravel the truth about a murder case that rocked New Zealand and catapulted teenage dominatrix Renee Chignell and cricket umpire Peter Plumley Walker into the national consciousness. Made with the support of NZ On Air.,Show description or single item,"'Local', 'Movies', 'Drama'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7IadcIDjsxMymZCQdXX4Oi/05c896dd2cca7e52aff5ec71dd92fe89/MistressMercy_showcover.png.05c896dd2cca7e52aff5ec71dd92fe89.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Battlestar Galactica: The Plan,"Set during the events of the Battlestar Galactica series but from the Cylons' perspective, two versions of the powerful Cylon known as Cavil set out to destroy the human survivors of the attack against the Twelve Colonies.",Show description or single item,"'Movies', 'Epic', 'Action-Packed'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6CswnjsAxoIvL9sly2QheB/2a13ecb0985bdc4df1069c94e9f830de/BattlestarGalacticaThePlan_cover.png.2a13ecb0985bdc4df1069c94e9f830de.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Web of Dreams,"Based on the fifth novel in V.C. Andrews' Casteel family series. The family mystery is unlocked in the final instalment, following Heaven's mother Leigh as she escapes Farthinggale Manor and falls into the arms of Luke Casteel Senior.",Show description or single item,"'Drama', 'Movies', 'All the Feels', 'Mysterious', 'Dark'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/42rTTpwhOkA8B2gDW9VNb6/0bdd0789370b144c96bed4a17306daf9/Lifetime_VC_Andrews_Web_of_Dreams_coverimg.png.0bdd0789370b144c96bed4a17306daf9.jpg?width=1600&height=457,No duration found,No upload date found,WARNING: Deals with the issue of rape.,No content rating found
If There Be Thorns,"In the third installment of the Dollanganger Series, siblings Christopher and Cathy are playing happy families when a ghost from their past arrives in their neighbourhood.",Show description or single item,"'Movies', 'Drama'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2guHQgdt4G6MRsUiWziGpd/f41b6bf64ca5b1ced8192db2969dd8a5/Lifetime_IfThereBeThorns_coverimg__1_.png.f41b6bf64ca5b1ced8192db2969dd8a5.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Manson's Lost Girls,"The psychedelic summer of ’69 comes to life in this dramatic glimpse into the bizarre world of Charles Manson, as told through the stories the young women who fell under his demonic spell.",Show description or single item,"'Drama', 'Movies', 'Dark', 'Thrilling', 'Psychological'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1vUZbAL3x6wKViegVD4qpO/5055d2352560ce79626beeae494e7ccd/Lifetime_MansonsLostGirls_coverimg.png.5055d2352560ce79626beeae494e7ccd.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
The Dance Exponents – Why Does Love?,"The Dance Exponents – Why Does Love? tells the story of the rise and fall and rise of one of New Zealand’s most loved and iconic bands, The Exponents. Made with the support of NZ On Air.",Show description or single item,"'Drama', 'Movies', 'Local'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2bnRh5dxXGxTSliJcm2kyL/ef3cd309b73de63894e940ca53306a38/WhyDoesLove_coverimg.png.ef3cd309b73de63894e940ca53306a38.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
He Loves Me,"Heather Locklear stars as Laura, a woman who is devastated when she discovers her husband is cheating on her, despite having a torrid affair of her own. While she desperately tries to save her marriage, Laura becomes increasingly paranoid and delusional.",Show description or single item,"'Drama', 'Movies', 'Thrilling', 'Romantic'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6k9bz2Wyq7VV4PGZ0J6A5G/9a4f204e8b5e14b3b3eacc79ccdcef4f/Lifetime_HeLovesMe_coverimg.png.9a4f204e8b5e14b3b3eacc79ccdcef4f.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Katy,"11 year old Katy is a funny, energetic, daredevil oldest sister in a big, blended family. Her life changes in dramatic ways when she suffers an injury and is unable to walk again.",Show description or single item,"'Movies', 'Kids'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/5ruyslm5ktAqFYcdKglD7r/35c69982e7954befb574d3fa830faf40/Katy_coverimg.png.35c69982e7954befb574d3fa830faf40.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Last Chance for Christmas,"When an injury puts the reindeer Prancer out of action, Santa's stableman finds himself falling in love with the animal's owner. Starring Hilarie Burton.",Show description or single item,"'Comedy', 'Movies', 'All the Feels', 'Comforting', 'Warm & Fuzzy'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/y0tiC9xqLTpbqFMBxDRG5/874a618a23dd9f25a733e15a34d16cc5/Lifetime_Last_Chance_For_Christmas_coverimg.png.874a618a23dd9f25a733e15a34d16cc5.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
The C Word,"An adaptation of Lisa Lynch's candid book about her experience with breast cancer, this drama is a defiant, ballsy and surprisingly funny story of life, love and cancer.",Show description or single item,"'Movies', 'British Drama', 'Bold', 'All the Feels', 'Revealing'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/377PvLgNwLNBlwaxoQOnGG/de9a93d2705eb000233db28a37d79a6b/The-C-Word_coverimg.png.de9a93d2705eb000233db28a37d79a6b.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
The Guilty,A suspended police officer assigned to dispatch duty in an emergency call centre enters a race against time when he answers a call from a kidnapped woman. Danish with English subtitles.,Show description or single item,"'Drama', 'Foreign Language', 'Movies', 'Thrilling', 'Mysterious', 'Suspenseful'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4LZ205cclGPnBSiPR5UW0M/7cc162593566e73469f3ccdb2a7ddc3b/FilmStream_TheGuilty_coverimg.png.7cc162593566e73469f3ccdb2a7ddc3b.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
A House on Fire,Debora Green is a brilliant doctor with a genius IQ who appears to be living the American dream. But behind the curtain are a rocky marriage and a drug and alcohol problem that lead to tragedy. Based on the best-selling true crime novel by Ann Rule.,Show description or single item,"'Drama', 'Movies', 'Thrilling', 'Psychological', 'Revealing'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6h7BzzT2IH5Qkd91DSaHql/e2f695ab9828d83339108e62c511b46c/AHouseOnFire_Showcoverimg.png.e2f695ab9828d83339108e62c511b46c.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Thale,"Crime-scene cleaners Leo and Elvis are working deep in the Norwegian woods when they discover a secret passage where they encounter Thale, a beautiful young woman who sings, but does not speak. Norwegian with English subtitles.",Show description or single item,"'Drama', 'Foreign Language', 'Movies', 'Mysterious', 'Thrilling'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/5SInOaOnxuiQLQftkktOFC/2eae27886c0b5935f50461113369c7d9/Filmstream_Thale_coverimg.png.2eae27886c0b5935f50461113369c7d9.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Story Of A Girl,"When an explicit sex video of a 13-year-old girl hits the internet, her life changes forever. From social stigma to the enduring rage of her father (Kevin Bacon), she longs to escape a life defined by her past.",Show description or single item,"'Drama', 'Movies', 'All the Feels', 'Provocative'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/1wMgLaNBhxtW04RQ9M56JC/7aabc29540e1f02125edab4195b8dbf5/Story-of-a-Girl_coverimg2.png.7aabc29540e1f02125edab4195b8dbf5.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Seeds of Yesterday,"In the final installment of the Dollanganger Series, the Sheffield family come together for a reunion at the Foxworth estate. The cursed mansion is the source of many secrets and haunting memories for them all.",Show description or single item,"'Movies', 'Drama'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/6c4szEkRYEEXROosxfyGQW/4832fe9c17e7d4e1c5b6ed5b1ef2b568/Lifetime_SeedsofYesterday_coverimg.png.4832fe9c17e7d4e1c5b6ed5b1ef2b568.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Boy,"Taika Waititi film set on NZ's East Coast in 1984. Boy loves three things, Michael Jackson, his pet goat and his absent criminal father. When his dad returns to find a bag of buried money, Boy and his little brother get to know him again.",Show description or single item,"'Movies', 'Comedy', 'Local'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/18W358gj0rtw1xO5mnJz4a/a0397f47e6a2b3fb034665b86da2dce9/Boyv2_coverimg.png.a0397f47e6a2b3fb034665b86da2dce9.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Baby Sellers,"Inspired by true events, an immigration agent goes undercover to expose a shocking international criminal enterprise of infant trafficking led by a ruthless woman who runs an adoption agency. Starring Emmy-winner Kirstie Alley.",Show description or single item,"'Drama', 'Movies', 'Revealing', 'Provocative'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7dxTHYeh37Bc3h8e76xVAO/c2f980fb3f23d740bf3f40d4b0778155/BabySellers_coverimg.png.c2f980fb3f23d740bf3f40d4b0778155.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
A War Story,"In 1997, Osama bin Laden declared war on the USA and Pulitzer Prize winning CNN correspondent Peter Arnett embarked on a mission to locate and interview him. A War Story follows the dramatic events leading up to the interview and the Kiwi journalist's horror on 9/11, as he recalled bin Laden's veiled threats. Funded by NZ On Air.",Show description or single item,"'Drama', 'Local', 'Movies'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/60VtpFTjfAk1bocaaIRjv6/58f8b6a234889f1bf573941069743525/awarstory_coverimg.png.58f8b6a234889f1bf573941069743525.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Mariposa,"The flapping of a butterfly divides Romina and Germán's universe into two parallel realities: In the first one, Romina is raised as an adopted sister to Germán. In the other, they are friends who have a sexual relationship. Spanish with English subtitles.",Show description or single item,"'Movies', 'Foreign Language', 'Drama', 'Thought-Provoking', 'Romantic', 'All the Feels'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/dqji2xmNjWtRk3gb6VgYY/50fbfbb03b0408996bfc265afbc7831b/Filmstream_Mariposa_coverimg.png.50fbfbb03b0408996bfc265afbc7831b.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Conan The Barbarian,"In an empire ruled by evil, a barbarian warrior swears vengeance on the warlord who murdered his family. Starring Jason Momoa.",Show description or single item,"'Movies', 'Epic', 'Action-Packed', 'Escapist'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7szDwngfvpz58Mwl4RSHWD/80e8541a14be3e5abfdf8f191abee400/conan_cover_v2.png.80e8541a14be3e5abfdf8f191abee400.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
The 7.39,"In the romantic drama written by David Nicholls, two commuters begin talking after fighting for a seat on a train. Carl is happily-married, Sally's engaged, but after they meet their lives dramatically change course. Starring David Morrissey, Sheridan Smith, and Olivia Colman.",Show description or single item,"'British Drama', 'Movies', 'Romantic', 'All the Feels', 'Witty'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2KCMm0qM5c04LZNhw171bD/a33e977b2c3ce859490f113862c5e36e/The739_coverimg_2-min.png.a33e977b2c3ce859490f113862c5e36e.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Britney Ever After,"The tumultuous story of pop icon Britney Spears’ rise to fame, fall from grace and eventual triumphant resurrection, firmly securing her position as one of the world’s greatest entertainers.",Show description or single item,"'Movies', 'Drama'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4Uy8yELvXxBsTG3G4kv9nz/e12369ef22c9c2799f6a6cd8a6942f4a/Lifetime_Brtiney_Ever_After_coverimg.png.e12369ef22c9c2799f6a6cd8a6942f4a.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Gates of Paradise,"Based on the fourth novel in V.C. Andrews' Casteel family series. Annie is taken to Farthinggale Manor by the possessive Tony Tatterton. Pining for her family, Annie yearns to see her half-brother Luke again, but her hopes and dreams are darkened by the sinister Casteel spell.",Show description or single item,"'Drama', 'Movies', 'All the Feels', 'Mysterious', 'Dark'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4k5IZT4at3qWwNMJzKafUx/6eead049fc02b9f03b2d5e4854282a38/Lifetime_VC_Andrews_GatesofParadise_coverimg_.png.6eead049fc02b9f03b2d5e4854282a38.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Family Pictures,"Two women lead very similar lives - both their husbands travel for work and their daughters are about to leave the nest. But when their daughters meet, they discover a shocking secret that threatens to tear both families apart.",Show description or single item,"'Drama', 'Movies', 'All the Feels', 'Revealing', 'Mysterious'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2DsqPl58PsEEtPDh3JrC5V/5ccb033c42c50b828828a4347bf775e7/Lifetime_FamilyPictures_coverimg.png.5ccb033c42c50b828828a4347bf775e7.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Long Shot,A journalist reunites with his childhood crush who is now one of the most influential women in the world. Sparks fly when the unlikely pair start working together. Starring Seth Rogen and Charlize Theron.,Show description or single item,"'Movies', 'Comedy', 'Crack-Up', 'Romantic'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/2eP0gJKE3GHp8qTZthhAcW/af5596041d30ed7114edc875be18d820/Long_Shot_coverimg.png.af5596041d30ed7114edc875be18d820.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Beaches,"An update to a classic tear-jerker, we witness the lifelong friendship between two women that sprung from a chance meeting on Venice Beach. Starring Idina Menzel and Nia Long.",Show description or single item,"'Movies', 'Drama', 'All the Feels', 'Nostalgic', 'Warm & Fuzzy'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/7I4eFx5d1jPtEDFOPjXzRz/485d958df45aef63a029f496a3d38746/Beaches_coverimg.png.485d958df45aef63a029f496a3d38746.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
Resolve,"Based on the true story of Chris Crean, who took a stand against gang violence in his community only to become a target himself. Made with the support of NZ On Air.",Show description or single item,"'Movies', 'Drama'",https://play-images-prod-ctf.tech.tvnz.co.nz/api/v1/web/image/4TuSORozoGjQO54krYwLyG/6ac0f067909afe868f098b2a68a1920f/resolve_coverimg.png.6ac0f067909afe868f098b2a68a1920f.jpg?width=1600&height=457,No duration found,No upload date found,No episode warnings found,No content rating found
